study_type,condition,case_id,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,V_cell_sim,V_cell_target,V_cell_target_error,pO2_ca_in_target_kPa,pO2_ca_in_kPa,pO2_ca_in_target_error_kPa,lambda_O2_actual,RH_ca_in,T_stack_C,solve_status,normal_operation_ok,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,risk_label
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.200_boundary_076A,76,0.2,0,1,0.774893918711964,0.775,-0.000106081288035575,NaN,30.0794278903335,NaN,2.40450982319515,0.6,63.4739599011204,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.195_boundary_076A,74.1,0.195,0.05,1,0.774994976627227,0.775,-5.02337277275e-06,NaN,29.6520754677728,NaN,2.42297587954032,0.616366227543982,63.461928599162,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.190_boundary_076A,72.2,0.19,0.1,1,0.77506549668565,0.775,6.5496685650257e-05,NaN,29.219213458681,NaN,2.44169293288071,0.632381965153987,63.4499311219514,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.185_boundary_076A,70.3,0.185,0.15,1,0.775103160958209,0.775,0.000103160958209059,NaN,28.780414951911,NaN,2.4606513155225,0.648035184833651,63.4379673264274,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.180_boundary_076A,68.4,0.18,0.2,1,0.775105492783618,0.775,0.000105492783618044,NaN,28.3352340362491,NaN,2.4798405047254,0.663313354801019,63.4260369809056,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.175_boundary_076A,66.5,0.175,0.25,1,0.77506985799771,0.775,6.98579977097546e-05,NaN,27.8832082469417,NaN,2.4992494835765,0.678203449462477,63.4141397441688,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.170_boundary_076A,64.6,0.17,0.3,1,0.774993471756417,0.775,-6.52824358338133e-06,NaN,27.4238623300355,NaN,2.51886730439235,0.692691966269841,63.4022751429713,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.165_boundary_076A,62.7,0.165,0.35,1,0.774873413329387,0.775,-0.000126586670612938,NaN,26.9567137354814,NaN,2.53868393106757,0.706764950686132,63.3904425578498,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.159_boundary_076A,60.42,0.159,0.4,1,0.775105265503688,0.775,0.000105265503688168,NaN,26.5057852082935,NaN,2.57038018652582,0.719831283740948,63.3759410227439,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.154_boundary_076A,58.52,0.154,0.45,1,0.774917197910469,0.775,-8.28020895311532e-05,NaN,26.0263358657313,NaN,2.5915121639922,0.732951563311673,63.3641567059583,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.148_boundary_076A,56.24,0.148,0.5,1,0.775139207147571,0.775,0.000139207147570986,NaN,25.5727031432569,NaN,2.62679593127673,0.744878846880099,63.3496765034762,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.346_boundary_114A,131.48,0.346,0,1,0.750019055195686,0.75,1.90551956863461e-05,NaN,31.0111539834983,NaN,1.99900826130046,0.600000000015693,65.0015863225758,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.337_boundary_114A,128.06,0.337,0.05,1,0.749938714896051,0.75,-6.12851039485385e-05,NaN,30.3971476305271,NaN,2.00554926977851,0.622240479146941,64.9791672245131,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.327_boundary_114A,124.26,0.327,0.1,1,0.750008722095304,0.75,8.72209530378143e-06,NaN,29.7754235685134,NaN,2.01503496624201,0.643793841149305,64.9539914639512,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.317_boundary_114A,120.46,0.317,0.15,1,0.750005476513764,0.75,5.47651376447966e-06,NaN,29.1454142815446,NaN,2.02418847923518,0.664627870251933,64.9289376955061,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.307_boundary_114A,116.66,0.307,0.2,1,0.749923282895017,0.75,-7.67171049832482e-05,NaN,28.5065815286658,NaN,2.03295558255789,0.6847086392173,64.9040036852295,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.296_boundary_114A,112.48,0.296,0.25,1,0.750045514306854,0.75,4.55143068542885e-05,NaN,27.8698938163953,NaN,2.04589981700286,0.703661144491393,64.8762552670131,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.285_boundary_114A,108.3,0.285,0.3,1,0.750120133590016,0.75,0.000120133590015836,NaN,27.2298096978209,NaN,2.05918634287179,0.721642115466784,64.8485871265032,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.274_boundary_114A,104.12,0.274,0.35,1,0.750152114327427,0.75,0.0001521143274269,NaN,26.5872541866452,NaN,2.07296220084958,0.738609071792821,64.8209846638466,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.263_boundary_114A,99.94,0.263,0.4,1,0.750149660971376,0.75,0.00014966097137592,NaN,25.9435886733411,NaN,2.08743837118306,0.754519284185922,64.7934301377769,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.252_boundary_114A,95.76,0.252,0.45,1,0.750125278892969,0.75,0.000125278892969205,NaN,25.3007299806534,NaN,2.1029121280632,0.769330369247475,64.7659022094498,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.241_boundary_114A,91.58,0.241,0.5,1,0.750097098770269,0.75,9.70987702693105e-05,NaN,24.6612925475714,NaN,2.11979639929365,0.783001004452582,64.7383755603092,,1,1,1,1,1,1,ok
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0,1,0.793033563122699,NaN,NaN,26.4313536258226,26.4313536258226,0,3.1104893259994,0.8,61.7092612034173,solved,1,1,1,1,1,0,dq60_map_extrapolation
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.05,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.1,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.15,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.2,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.25,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.3,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.35,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
constant_pO2_inlet_variable_flow,constant_pO2_inlet_variable_flow,bench_038A,38,0.1,0.4,6.75,-0.490252054999118,NaN,NaN,26.4313536258226,22.0012645044276,-4.43008912139493,0,0.665914120506734,62.3501345754558,unreachable_with_current_DQ60_map,0,0,1,1,0,1,oxygen_limit
