case_id,source_dataset,module,variable,unit,current_A,egr_fraction,initial_value,final_value,delta_value,last_window_mean,last_window_min,last_window_max,last_window_std,last_window_range,last_window_abs_slope_per_s,sign_changes_total,sign_changes_last_window,converged_by_range,message
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,lambda_ca,1,38,0,14.003,14.003,-3.5527136788005e-15,14.003,14.003,14.003,5.55519924145354e-15,1.4210854715202e-14,7.105427357601e-16,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,lambda_an,1,38,0,9.67266375862502,9.40257973547701,-0.270084023148007,9.40628516506662,9.40257973547701,9.41048913010135,0.00229739681315601,0.00790939462434181,0.000395469731217091,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,N_drag_mol_s,mol/s,38,0,0.00487060441897112,0.00602885052484478,0.00115824610587366,0.00603080467963782,0.00602885052484478,0.0060329460076266,1.19376243834873e-06,4.09548278182143e-06,2.04774139091072e-07,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,N_diff_mol_s,mol/s,38,0,0.0244819086725232,0.02688861051994,0.0024067018474168,0.0268326127610651,0.026769215402561,0.02688861051994,3.46848856154574e-05,0.000119395117379014,5.9697558689507e-06,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,psatCa_next_kPa,kPa,38,0,19.7009197623513,21.1416307851661,1.44071102281475,21.0843720022492,21.0196273718481,21.1416307851661,0.0354454809674757,0.122003413317962,0.00610017066589812,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,psatAn_next_kPa,kPa,38,0,19.7009197623513,21.1416307851661,1.44071102281475,21.0843720022492,21.0196273718481,21.1416307851661,0.0354454809674757,0.122003413317962,0.00610017066589812,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,mV_ca_preclip_kg,kg,38,0,2.76142815709897e-05,2.92459721441948e-05,1.63169057320516e-06,2.89983317128029e-05,2.87555262465889e-05,2.92459721441948e-05,1.90611384762912e-07,4.90445897605931e-07,6.55317767496882e-09,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,mV_an_preclip_kg,kg,38,0,1.70972482414804e-05,1.80904276261394e-05,9.93179384659005e-07,1.80470359933186e-05,1.79979573254861e-05,1.80904276261394e-05,2.68652815448529e-08,9.24703006533019e-08,4.6235150326651e-09,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,condensedCa_kg,kg,38,0,1.96765295545652e-06,1.84973716104971e-06,-1.17915794406816e-07,1.67146952911825e-06,1.46340424400613e-06,1.86649949151441e-06,1.87724098725489e-07,4.03095247508285e-07,8.38116523235296e-10,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,condensedAn_kg,kg,38,0,0,0,0,0,0,0,0,0,0,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,J_drag_mol_m2_s,mol/(m2*s),38,0,0.00801086253120251,0.00991587257375787,0.00190501004255536,0.00991908664414115,0.00991587257375787,0.00992260856517534,1.96342506307357e-06,6.73599141746972e-06,3.36799570873486e-07,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,J_diff_mol_m2_s,mol/(m2*s),38,0,0.0402662971587553,0.0442246883551645,0.00395839119640921,0.0441325867780676,0.0440283148068438,0.0442246883551645,5.70475092359495e-05,0.000196373548320743,9.81867741603713e-06,0,0,0,
